,Text,encoded_Author
4433,Electricity stocks crackled higher on Friday as rumours swirled around the market of a U.S. buyer for one of five remaining regional utilities and analysts said the forthcoming results season could provide a spur for action.,16
4434,Western Resources Inc said its alliance with natural gas company ONEOK Inc could boost its earnings by $0.10 to $0.15 a share in the first full year of operations.,36
4435,"ReliaStar Financial Corp. said Monday it would acquire Security-Connecticut Corp. in a stock exchange deal worth $488 million, including debt.",36
4436,"A stronger showing by Prime Minister Vaclav Klaus's rightwing Civic Democratic Party in the first round of Senate elections may give a mild fillip to local financial markets, Czech analysts predicted.",18
4437,"Ivory Coast's 1996/97 coffee season has begun amid slow buying and reports of variable quality, industry sources said.",32
4438,Royal Bank of Scotland on Thursday reported a 15 percent rise in full year pretax profits to 695 million pounds ($1.2 billion) as strong growth in its UK and U.S. banking operations offset a dip at its insurance unit.,17
4439,"Satellite television company DirecTV will on Monday slash the price of its entry-level receiver dish to $199 to grab customers before digital cable TV competitors get going, sources close to the company said.",35
4440,"Nearly one quarter of ITT Automotive Inc's workers around the world will be paid a combined hourly and benefit rate of less than $10 an hour by 2000, the company's top executive said Tuesday.",48
4441,Germany and the Czech Republic on Friday concluded nearly two years of sensitive talks on a joint declaration aimed at finally healing the wounds of World War Two and the communist era that followed.,18
4442,"British banks have developed a greater understanding of the needs of small firms, but much remains to be done to finance the sector, the Bank of England (BoE) said in a report released on Wednesday.",2
4443,"Colombian President Ernesto Samper decreed an economic emergency on Monday, warning that the ""economic and social stability of the country"" was under threat.",20
4444,"Wider trading in shares of the fast-growing Czech chemical and trade conglomerate Chemapol Group a.s. began this month with a whimper, and analysts see the stock hampered by opaque financial disclosure.",13
4445,The board of directors of WMX Technologies Inc. Wednesday rallied around its Chief Executive Phillip Rooney following a direct attack on his leadership by a major stockholder.,22
4446,"Computer, give me $20 bucks.",9
4447,"Wilt disease killing Zaire's coffee trees surfaced three years ago, but a revolt in the east has hampered efforts to study and control it, a state coffee board official said.",32
4448,Shares in United News &amp; Media Plc climbed to record highs on Friday after the British television and newspaper group reported a 12 percent profit rise in the first year since a merger effectively doubled its size.,21
4449,"Russia, taking a bold step in its troubled relationship with De Beers, said on Tuesday that Moscow was mulling export quotas on gems and some analysts said such curbs could put more order into world gem markets.",28
4450,Microsoft Corp. Friday reported better-than-expected second-quarter profits on broad strength in sales of its personal computer software but warned of slower earnings growth next year.,31
4451,"Britain's Takeover Panel, after battling to defend its policing role of London's busy mergers and acquisitions market against European interference, has ended the year in the spotlight over its handling of CE Electric's bid for Northern Electric.",2
4452,Microsoft Corp Wednesday launched electronic commerce software and a wide array of partners aimed at enabling consumers and businesses to buy and sell products over the World Wide Web.,41
4453,"At least 23 people were murdered in attacks in central and northern Colombia, including an entire family hacked to death with machetes, police said on Thursday.",20
4454,"Ivory Coast's 1996/97 coffee crop is set to return to the 250-300,000-tonne levels seen before farmers neglected their trees in the early 1990s, exporters and up-country buyers say.",32
4455,"Software giant Microsoft Corp. Thursday unveiled the highly anticipated version of its next-generation software for office computers, called Office 97.",46
4456,"Britain's investment watchdog on Thursday punished companies in the Robert Fleming group for rule breaches, with fines totalling 700,000 pounds ($1.09 million).",2
4457,"Pope John Paul arrived in Prague on Friday, saying he hoped his visit to the Czech Republic would bring a new step forward in the spiritual growth of all Czechs.",13
4458,"China on Tuesday accused Japan of taking an irresponsible approach to a bitter sovereignty dispute over a group of uninhabited East China Sea islands, saying Tokyo must take action to avoid further damaging ties.",34
4459,"China's listed companies must work to increase transparency and improve asset valuation if the country's fledgling markets are to gain global prominence, a top U.S. securities official said in Beijing on Tuesday.",43
